text,label,word_count,cleaned_text,tokens,token_count
"$DRIP $LABU $GASX - SOXL, LABU, JO and GUSH among weekly ETF movers https://t.co/FntrWNY9sn",2,14,"$DRIP $LABU $GASX - soxl, labu, jo and gush among weekly etf movers","['$DRIP', '$LABU', '$GASX', '-', 'soxl', 'labu', 'jo', 'and', 'gush', 'among', 'weekly', 'etf', 'movers']",13
Watch $SES over $6 for a strong move higher.,1,9,watch $SES over $6 for a strong move higher.,"['watch', '$SES', 'over', '$6', 'for', 'a', 'strong', 'move', 'higher']",9
EUR/USD Daily Forecast – Euro Near 4-Month Low Ahead of NFP Report,0,12,eur usd daily forecast euro near 4-month low ahead of nfp report,"['eur', 'usd', 'daily', 'forecast', 'euro', 'near', '4-month', 'low', 'ahead', 'of', 'nfp', 'report']",12
"Restaurant Brands Int'l tops Q4 estimates, but company not ""clucking"" on all   
cylinders (QSR) https://t.co/wcig05Vmy3 $QSR",1,16,"restaurant brands int'l tops q4 estimates, but company not clucking on all cylinders qsr $QSR","['restaurant', 'brands', ""int'l"", 'tops', 'q4', 'estimates', 'but', 'company', 'not', 'clucking', 'on', 'all', 'cylinders', 'qsr', '$QSR']",15
Clint Eastwood’s ‘Richard Jewell’ Opens to Below-Average Debut,2,8,clint eastwood s richard jewell opens to below-average debut,"['clint', 'eastwood', 's', 'richard', 'jewell', 'opens', 'to', 'below-average', 'debut']",9
Axonics prices stock offering at $22,2,6,axonics prices stock offering at $22,"['axonics', 'prices', 'stock', 'offering', 'at', '$22']",6
Walmart hopes its new merchandising look will help convince shoppers that it offers high-quality fruit and vegetabl… https://t.co/6D86DtSLhW,2,18,walmart hopes its new merchandising look will help convince shoppers that it offers high-quality fruit and vegetabl,"['walmart', 'hopes', 'its', 'new', 'merchandising', 'look', 'will', 'help', 'convince', 'shoppers', 'that', 'it', 'offers', 'high-quality', 'fruit', 'and', 'vegetabl']",17
"Seriously, take a look at this whale of a plane. https://t.co/CshRv6LqlA https://t.co/tAPtOOQisJ",2,12,"seriously, take a look at this whale of a plane.","['seriously', 'take', 'a', 'look', 'at', 'this', 'whale', 'of', 'a', 'plane']",10
"58.com EPS beats by $0.13, beats on revenue",1,8,"58.com eps beats by $0.13, beats on revenue","['58.com', 'eps', 'beats', 'by', '$0.13', 'beats', 'on', 'revenue']",8
Ford's electric SUV impresses Credit Suisse,1,6,ford's electric suv impresses credit suisse,"[""ford's"", 'electric', 'suv', 'impresses', 'credit', 'suisse']",6
10 Easiest Instruments For Adults To Learn On Their Own,2,10,10 easiest instruments for adults to learn on their own,"['10', 'easiest', 'instruments', 'for', 'adults', 'to', 'learn', 'on', 'their', 'own']",10
Sinclair Broadcast -1.9% as Stephens cuts target,0,7,sinclair broadcast -1.9% as stephens cuts target,"['sinclair', 'broadcast', '-1.9%', 'as', 'stephens', 'cuts', 'target']",7
Cancer sends many patients into bankruptcy. Advisors are stepping up to stop that. https://t.co/6qiTVR70s2,2,14,cancer sends many patients into bankruptcy. advisors are stepping up to stop that.,"['cancer', 'sends', 'many', 'patients', 'into', 'bankruptcy', 'advisors', 'are', 'stepping', 'up', 'to', 'stop', 'that']",13
Northern Star Resources declares AUD 0.075 dividend,2,7,northern star resources declares aud 0.075 dividend,"['northern', 'star', 'resources', 'declares', 'aud', '0.075', 'dividend']",7
Penny Stocks On Robinhood To Watch On Monday - Penny Stocks,2,11,penny stocks on robinhood to watch on monday - penny stocks,"['penny', 'stocks', 'on', 'robinhood', 'to', 'watch', 'on', 'monday', '-', 'penny', 'stocks']",11
Gold Price Forecast – Gold Markets Recover After Initial Selloff,1,10,gold price forecast gold markets recover after initial selloff,"['gold', 'price', 'forecast', 'gold', 'markets', 'recover', 'after', 'initial', 'selloff']",9
DLH Holdings reports weak margins for Q4,0,7,dlh holdings reports weak margins for q4,"['dlh', 'holdings', 'reports', 'weak', 'margins', 'for', 'q4']",7
Fossil Has Lost Half of Its Value This Year,0,9,fossil has lost half of its value this year,"['fossil', 'has', 'lost', 'half', 'of', 'its', 'value', 'this', 'year']",9
Deadly gas explosion in Slovakia kills at least five https://t.co/8E8Vbxqqdo,2,10,deadly gas explosion in slovakia kills at least five,"['deadly', 'gas', 'explosion', 'in', 'slovakia', 'kills', 'at', 'least', 'five']",9
$PFE $CVS $OPK - Healthcare firms pile on intiaties as COVID-19 pandemic advances https://t.co/fS66vRei8N,2,14,$PFE $CVS $OPK - healthcare firms pile on intiaties as covid-19 pandemic advances,"['$PFE', '$CVS', '$OPK', '-', 'healthcare', 'firms', 'pile', 'on', 'intiaties', 'as', 'covid-19', 'pandemic', 'advances']",13
Elizabeth Warren releases doctor's note describing good health as voters weigh age of contenders https://t.co/dBR1MTNndt,2,15,elizabeth warren releases doctor's note describing good health as voters weigh age of contenders,"['elizabeth', 'warren', 'releases', ""doctor's"", 'note', 'describing', 'good', 'health', 'as', 'voters', 'weigh', 'age', 'of', 'contenders']",14
$MNTA - Momenta Pharma launches $200M stock offering https://t.co/twgG4AQ1jx,2,9,$MNTA - momenta pharma launches $200m stock offering,"['$MNTA', '-', 'momenta', 'pharma', 'launches', '$200m', 'stock', 'offering']",8
RingCentral (RNG) Q4 Earnings and Revenues Beat Estimates,1,8,ringcentral rng q4 earnings and revenues beat estimates,"['ringcentral', 'rng', 'q4', 'earnings', 'and', 'revenues', 'beat', 'estimates']",8
Hedge Funds Are Warming Up To Eldorado Gold Corp (EGO) Again,1,11,hedge funds are warming up to eldorado gold corp ego again,"['hedge', 'funds', 'are', 'warming', 'up', 'to', 'eldorado', 'gold', 'corp', 'ego', 'again']",11
"Twitter tops expectations with first $1 billion quarterly revenue, but outlook lags",1,12,"twitter tops expectations with first $1 billion quarterly revenue, but outlook lags","['twitter', 'tops', 'expectations', 'with', 'first', '$1', 'billion', 'quarterly', 'revenue', 'but', 'outlook', 'lags']",12
IAEA International Atomic Energy Agency : Fostering the Safe and Secure Transport of Spent... #IAEA #economy… https://t.co/dBAPsbsguv,2,17,iaea international atomic energy agency fostering the safe and secure transport of spent... iaea economy,"['iaea', 'international', 'atomic', 'energy', 'agency', 'fostering', 'the', 'safe', 'and', 'secure', 'transport', 'of', 'spent', 'iaea', 'economy']",15
The Medicines Company's inclisiran shows positive effect in HeFH study,2,10,the medicines company's inclisiran shows positive effect in hefh study,"['the', 'medicines', ""company's"", 'inclisiran', 'shows', 'positive', 'effect', 'in', 'hefh', 'study']",10
Great Wall Motor and BMW move forward with JV,2,9,great wall motor and bmw move forward with jv,"['great', 'wall', 'motor', 'and', 'bmw', 'move', 'forward', 'with', 'jv']",9
Stakes For Bitcoin Are Highest Since The 2017 Bubble,2,9,stakes for bitcoin are highest since the 2017 bubble,"['stakes', 'for', 'bitcoin', 'are', 'highest', 'since', 'the', '2017', 'bubble']",9
Here is What Hedge Funds Think About Xencor Inc (XNCR),2,10,here is what hedge funds think about xencor inc xncr,"['here', 'is', 'what', 'hedge', 'funds', 'think', 'about', 'xencor', 'inc', 'xncr']",10
China tariff cut set to power Wall Street to record highs,1,11,china tariff cut set to power wall street to record highs,"['china', 'tariff', 'cut', 'set', 'to', 'power', 'wall', 'street', 'to', 'record', 'highs']",11
Crude Holds Below $50 as OPEC Dithers Over Virus Response,0,10,crude holds below $50 as opec dithers over virus response,"['crude', 'holds', 'below', '$50', 'as', 'opec', 'dithers', 'over', 'virus', 'response']",10
$ISR - IsoRay to offer total solution in head and neck cancer https://t.co/IDVbpH0SkQ,2,13,$ISR - isoray to offer total solution in head and neck cancer,"['$ISR', '-', 'isoray', 'to', 'offer', 'total', 'solution', 'in', 'head', 'and', 'neck', 'cancer']",12
Pretium Resources Q4 2019 Earnings Preview,2,6,pretium resources q4 2019 earnings preview,"['pretium', 'resources', 'q4', '2019', 'earnings', 'preview']",6
"AI is coming for white-collar jobs as it gets harder, better, faster, stronger https://t.co/9akvOMfZOm",2,14,"ai is coming for white-collar jobs as it gets harder, better, faster, stronger","['ai', 'is', 'coming', 'for', 'white-collar', 'jobs', 'as', 'it', 'gets', 'harder', 'better', 'faster', 'stronger']",13
$IPPLF - Inter Pipeline declares CAD 0.1425 dividend https://t.co/58SRq3PCMV,2,9,$IPPLF - inter pipeline declares cad 0.1425 dividend,"['$IPPLF', '-', 'inter', 'pipeline', 'declares', 'cad', '0.1425', 'dividend']",8
UK watchdog gauging how virus affects plan to retire Libor https://t.co/B1wWDKFasL https://t.co/3ZDXFQvGtE,2,12,uk watchdog gauging how virus affects plan to retire libor,"['uk', 'watchdog', 'gauging', 'how', 'virus', 'affects', 'plan', 'to', 'retire', 'libor']",10
$OYST: Cowen starts at Outperform,1,5,$OYST cowen starts at outperform,"['$OYST', 'cowen', 'starts', 'at', 'outperform']",5
"Despite Its High P/E Ratio, Is L E Lundbergföretagen AB (publ) (STO:LUND B) Still Undervalued?",2,15,"despite its high p e ratio, is l e lundbergf retagen ab publ sto lund b still undervalued","['despite', 'its', 'high', 'p', 'e', 'ratio', 'is', 'l', 'e', 'lundbergf', 'retagen', 'ab', 'publ', 'sto', 'lund', 'b', 'still', 'undervalued']",18
"Recession: Now you see it, now you don’t - Daily Maverick",2,11,"recession now you see it, now you don t - daily maverick","['recession', 'now', 'you', 'see', 'it', 'now', 'you', 'don', 't', '-', 'daily', 'maverick']",12
"Toyota lifts profit outlook, mulls alternatives to China-made parts amid virus outbreak",1,12,"toyota lifts profit outlook, mulls alternatives to china-made parts amid virus outbreak","['toyota', 'lifts', 'profit', 'outlook', 'mulls', 'alternatives', 'to', 'china-made', 'parts', 'amid', 'virus', 'outbreak']",12
"'There is more to Europe than the EU.' On #BrexitDay Louis de BerniÃ¨res, author of Captain Corelli's Mandolin, offe… https://t.co/d107tKjLZD",2,20,"'there is more to europe than the eu.' on brexitday louis de berni res, author of captain corelli's mandolin, offe","[""'there"", 'is', 'more', 'to', 'europe', 'than', 'the', ""eu.'"", 'on', 'brexitday', 'louis', 'de', 'berni', 'res', 'author', 'of', 'captain', ""corelli's"", 'mandolin', 'offe']",20
Financial 15 Split declares CAD 0.1257 dividend,2,7,financial 15 split declares cad 0.1257 dividend,"['financial', '15', 'split', 'declares', 'cad', '0.1257', 'dividend']",7
SFL publiceert recordresultaten voor 2019,2,5,sfl publiceert recordresultaten voor 2019,"['sfl', 'publiceert', 'recordresultaten', 'voor', '2019']",5
Ghana Charges Ex-Finance Minister After Collapse of Bank,2,8,ghana charges ex-finance minister after collapse of bank,"['ghana', 'charges', 'ex-finance', 'minister', 'after', 'collapse', 'of', 'bank']",8
The salary information released by Intel today isn’t flattering — and is information the company didn't have to sha… https://t.co/FogrP4UOV5,2,20,the salary information released by intel today isn t flattering and is information the company didn't have to sha,"['the', 'salary', 'information', 'released', 'by', 'intel', 'today', 'isn', 't', 'flattering', 'and', 'is', 'information', 'the', 'company', ""didn't"", 'have', 'to', 'sha']",19
$GOOG - Alphabet's Loon closer to Kenya launch https://t.co/UbTp3i4Zte,2,9,$GOOG - alphabet's loon closer to kenya launch,"['$GOOG', '-', ""alphabet's"", 'loon', 'closer', 'to', 'kenya', 'launch']",8
3 Ways to Calculate How Much to Save for Retirement,2,10,3 ways to calculate how much to save for retirement,"['3', 'ways', 'to', 'calculate', 'how', 'much', 'to', 'save', 'for', 'retirement']",10
$DE - Citi gives big boost to Deere PT https://t.co/MfhnyZe593,1,10,$DE - citi gives big boost to deere pt,"['$DE', '-', 'citi', 'gives', 'big', 'boost', 'to', 'deere', 'pt']",9
Ghana plans to use $1 billion of newly raised cash to restructure debts with power generators https://t.co/zPnfMcQaPi,2,17,ghana plans to use $1 billion of newly raised cash to restructure debts with power generators,"['ghana', 'plans', 'to', 'use', '$1', 'billion', 'of', 'newly', 'raised', 'cash', 'to', 'restructure', 'debts', 'with', 'power', 'generators']",16
Hedge Funds Have Never Been This Bullish On NVE Corporation (NVEC),1,11,hedge funds have never been this bullish on nve corporation nvec,"['hedge', 'funds', 'have', 'never', 'been', 'this', 'bullish', 'on', 'nve', 'corporation', 'nvec']",11
$SMLP - 5 Reasons To Sell Summit Midstream Partners. Read more and get updates on any stock!… https://t.co/MUFJz0kuhI,0,18,$SMLP - 5 reasons to sell summit midstream partners. read more and get updates on any stock,"['$SMLP', '-', '5', 'reasons', 'to', 'sell', 'summit', 'midstream', 'partners', 'read', 'more', 'and', 'get', 'updates', 'on', 'any', 'stock']",17
Jatenergy : Letters to Securityholders - Rights Issue #Jatenergy #Stock #MarketScreener https://t.co/MX24abcdO4 https://t.co/fIU7fwFauZ,2,13,jatenergy letters to securityholders - rights issue jatenergy stock marketscreener,"['jatenergy', 'letters', 'to', 'securityholders', '-', 'rights', 'issue', 'jatenergy', 'stock', 'marketscreener']",10
Sanderson Farms stock price target raised to $159 from $150 at J.P. Morgan,1,13,sanderson farms stock price target raised to $159 from $150 at j.p. morgan,"['sanderson', 'farms', 'stock', 'price', 'target', 'raised', 'to', '$159', 'from', '$150', 'at', 'j.p', 'morgan']",13
"GameStop $GME reports earnings: 
Net sales: $1.38 billion; decrease of 25.7% 
Diluted loss per share of $1.02",0,17,gamestop $GME reports earnings net sales $1.38 billion decrease of 25.7% diluted loss per share of $1.02,"['gamestop', '$GME', 'reports', 'earnings', 'net', 'sales', '$1.38', 'billion', 'decrease', 'of', '25.7%', 'diluted', 'loss', 'per', 'share', 'of', '$1.02']",17
$SES back over $6 possible EOD run,1,7,$SES back over $6 possible eod run,"['$SES', 'back', 'over', '$6', 'possible', 'eod', 'run']",7
"$TIGR (+8.7% pre) UP Fintech Holding Limited Reports Unaudited Third Quarter 2019 Financial Results - SI

https://t.co/zY9jOy59s9",1,17,$TIGR 8.7% pre up fintech holding limited reports unaudited third quarter 2019 financial results - si,"['$TIGR', '8.7%', 'pre', 'up', 'fintech', 'holding', 'limited', 'reports', 'unaudited', 'third', 'quarter', '2019', 'financial', 'results', '-', 'si']",16
"PG&E, fire victims waive deadline for governor's OK of reorganization plan",2,11,"pg e, fire victims waive deadline for governor's ok of reorganization plan","['pg', 'e', 'fire', 'victims', 'waive', 'deadline', 'for', ""governor's"", 'ok', 'of', 'reorganization', 'plan']",12
30-minute look across the board; $SPY $QQQ $IWM $SMH $XBI $VXX what say you? https://t.co/G5E3MNE9gL,2,15,30-minute look across the board $SPY $QQQ $IWM $SMH $XBI $VXX what say you,"['30-minute', 'look', 'across', 'the', 'board', '$SPY', '$QQQ', '$IWM', '$SMH', '$XBI', '$VXX', 'what', 'say', 'you']",14
"Ram is making moves in the truck wars, with U.S. sales roughly tripling in the last 10 years. Watch the full video… https://t.co/P5wtyDXN3p",1,23,"ram is making moves in the truck wars, with u.s. sales roughly tripling in the last 10 years. watch the full video","['ram', 'is', 'making', 'moves', 'in', 'the', 'truck', 'wars', 'with', 'u.s', 'sales', 'roughly', 'tripling', 'in', 'the', 'last', '10', 'years', 'watch', 'the', 'full', 'video']",22
"""This is a gorgeous vehicle. It kinda looks like a hallucination""",2,11,this is a gorgeous vehicle. it kinda looks like a hallucination,"['this', 'is', 'a', 'gorgeous', 'vehicle', 'it', 'kinda', 'looks', 'like', 'a', 'hallucination']",11
Trump’s Acquittal Boxes In Republicans,2,5,trump s acquittal boxes in republicans,"['trump', 's', 'acquittal', 'boxes', 'in', 'republicans']",6
$TVTY: Tivity Health announced that its Board of Directors unanimously elected Tivity Health Director Anthony M.... https://t.co/VV1ZBwVSzm,2,17,$TVTY tivity health announced that its board of directors unanimously elected tivity health director anthony m....,"['$TVTY', 'tivity', 'health', 'announced', 'that', 'its', 'board', 'of', 'directors', 'unanimously', 'elected', 'tivity', 'health', 'director', 'anthony', 'm']",16
